"","business.txt","culture.txt","datademirutottori.txt","opinion.txt","press_release.txt","public.txt"
"入居",2,0,0,0,0,0
"入校",0,0,0,0,1,0
"入試",0,0,0,8,0,0
"入室",1,0,0,0,0,0
"入社",6,0,0,0,1,0
"入手",0,0,0,0,1,0
"入所",1,0,0,0,0,0
"入退院",0,0,0,1,0,0
"入団",0,0,0,3,0,0
"入湯",1,0,0,0,0,0
"入門",1,0,0,0,0,0
"入力",1,0,0,0,0,0
"如何",0,0,0,2,0,0
"如実",0,0,0,1,0,0
"任期",6,0,0,0,0,0
"任命",2,0,0,0,0,0
"妊娠",0,0,0,0,0,1
"認識",6,0,0,6,0,2
"認証",0,0,0,0,0,9
"認知",3,0,1,0,2,0
"認定",2,0,0,0,0,2
"熱",0,0,0,1,0,0
"熱い",0,0,0,2,0,0
"熱意",1,0,0,0,0,0
"熱心",0,0,0,1,0,0
"熱中",0,0,0,0,0,1
"熱望",1,0,0,0,0,0
"年",78,1,85,50,18,60
"年間",11,0,5,26,1,2
"年寄り",0,0,0,0,0,1
"年金",1,0,3,0,0,0
"年始",0,0,0,1,0,0
"年収",6,0,4,3,0,1
"年少",0,0,1,0,0,0
"年生",3,0,0,10,0,0
"年代",4,0,0,0,0,1
"年度",9,0,1,7,0,4
"年々",0,0,0,1,0,1
"年配",1,0,0,0,0,0
"年版",0,0,0,0,0,1
"年表",1,0,0,0,0,0
"年齢",2,0,8,0,0,0
"念頭",0,0,0,1,0,0
"燃料",0,0,1,0,0,0
"悩み",0,0,0,1,1,0
"濃度",0,0,0,0,2,0
"納期",6,0,0,0,0,0
"納税",4,0,0,0,0,0
"納得",3,0,0,0,0,0
"納品",0,0,0,1,0,0
"納涼",0,0,0,4,0,0
"能見",0,0,0,1,0,0
"能率",1,0,0,0,0,0
"能力",0,0,0,6,0,0
"脳",6,0,0,1,0,0
"脳卒中",0,0,0,1,0,0
"農",0,0,0,1,0,0
"農家",2,0,0,1,3,0
"農業",5,0,2,0,3,0
"農作物",2,0,0,0,0,1
"農産",1,0,0,0,1,0
"農産物",2,0,0,0,0,0
"農場",1,0,0,0,0,0
"農繁期",0,0,0,1,0,0
"農林",1,0,0,0,0,1
"把握",6,0,2,1,2,0
"波",0,0,0,2,0,1
"波及",0,0,0,1,0,0
"波紋",0,0,0,1,0,0
"派遣",1,0,0,0,0,0
"派手",1,0,0,0,0,0
"派生",1,0,0,0,0,0
"破り",1,0,0,0,0,0
"破戒",0,0,0,1,0,0
"婆",3,0,0,0,0,0
"婆さん",1,0,0,0,0,0
"馬",3,0,0,0,0,0
"俳句",1,0,0,0,0,0
"廃",0,0,3,3,0,0
"廃校",2,0,0,2,1,0
"排他",1,0,0,0,0,0
"杯",0,0,0,0,1,1
"背景",7,4,0,0,0,0
"背中",1,0,0,0,0,0
"輩出",0,0,0,1,0,0
"配",10,0,0,0,0,0
"配偶",1,0,0,0,0,1
"配信",0,0,0,3,0,0
"配送",1,0,0,0,0,2
"配置",1,0,0,0,0,0
"配布",2,0,0,1,0,7
"配分",0,0,0,2,0,0
"配慮",2,0,0,1,0,0
"倍",7,0,2,2,0,2
"倍増",1,0,0,0,0,0
"倍速",1,0,0,0,0,0
"倍率",0,0,0,1,0,0
"媒介",0,0,0,0,2,0
"媒体",0,0,0,1,0,0
"梅雨",0,0,0,0,0,1
"買い手",0,0,0,0,1,0
"買い物",7,0,2,1,0,3
"買物",3,0,0,0,0,0
"売り手",1,0,1,0,0,0
"売り上げ",3,0,0,0,0,2
"売却",0,0,2,0,0,0
"売上",13,0,3,0,0,0
"伯耆",0,0,1,0,0,0
"博覧",0,0,0,1,0,0
"拍車",0,0,0,1,0,0
"泊",0,0,0,0,0,2
"白",0,0,0,1,0,1
"白菜",0,0,1,0,0,0
"白磁",0,1,0,0,0,0
"薄い",0,0,0,1,0,0
"爆発",0,0,0,1,0,0
"莫大",0,0,0,0,0,1
"肌着",1,0,0,0,0,0
"畑",0,0,0,1,0,0
"八",1,0,0,0,1,0
"八つ",1,0,0,0,0,0
"八頭",1,0,1,2,10,0
"発",1,0,0,5,1,0
"発揮",0,0,1,0,0,0
"発掘",0,0,1,0,0,0
"発見",1,0,1,0,2,1
"発言",1,0,0,1,0,0
"発行",1,0,0,0,0,5
"発症",0,0,0,0,0,1
"発祥",4,0,0,0,0,1
"発信",16,1,6,2,0,4
"発生",6,0,6,4,1,1
"発想",2,0,0,5,1,0
"発達",0,0,4,0,0,2
"発注",2,0,0,1,0,0
"発展",10,0,0,1,0,1
"発熱",0,0,0,0,0,6
"発売",2,0,1,0,0,0
"発表",1,0,2,3,2,8
"発病",0,0,0,1,0,0
"発令",0,0,0,2,0,0
"伐採",0,0,1,0,0,0
"抜粋",0,0,0,4,0,0
"判断",8,0,3,5,0,0
"半",1,0,0,0,0,0
"半ば",0,0,1,1,0,1
"半額",0,0,0,0,0,4
"半減",1,0,0,0,0,0
"半数",0,0,2,1,1,0
"半島",1,0,0,0,0,0
"半年",0,0,1,0,1,0
"半々",0,0,0,1,0,0
"半分",4,0,4,1,0,0
"反映",0,0,0,3,0,1
"反応",0,0,0,1,0,0
"反響",0,0,0,1,0,0
"反省",0,0,0,1,0,0
"反対",1,0,0,0,0,0
"反面",0,0,0,0,0,1
"反芻",0,0,0,1,0,0
"板持",2,0,0,0,0,0
"汎用",1,0,0,0,0,0
"版",3,0,0,1,0,4
"繁華",0,0,0,0,1,0
"繁茂",0,0,0,1,0,0
"般的",1,0,0,0,0,0
"藩",6,0,0,0,0,0
"藩政",1,0,0,0,0,0
"販売",13,0,2,1,3,12
"範囲",4,0,2,1,0,0
"飯",0,0,0,1,0,4
"晩",0,0,0,1,0,0
"番",1,0,0,5,0,0
"番号",2,0,0,0,0,0
"番組",1,0,0,0,10,0
"番地",1,0,0,0,1,0
"番目",0,0,5,0,0,0
"否",0,0,0,1,0,0
"否定",1,0,0,0,0,4
"彼",14,0,0,3,0,0
"彼ら",4,0,1,7,1,0
"彼女",1,0,0,0,0,0
"彼女ら",0,0,1,1,0,0
"悲しみ",0,0,0,1,0,0
"悲歎",0,0,0,2,0,0
"批判",1,0,0,3,0,0
"比",3,0,9,0,0,0
"比較",6,0,2,4,0,1
"比率",2,0,0,1,0,0
"疲れ",0,0,0,0,0,3
"疲弊",0,0,0,2,0,0
"疲労",0,0,0,1,0,0
"皮切り",0,0,0,1,0,0
"皮膚",0,0,0,1,0,0
"秘密",1,0,0,0,0,0
"肥大",0,0,0,3,0,0
"肥満",1,0,0,0,0,0
"肥料",1,0,0,0,0,0
"被害",3,0,0,0,0,0
"被災",1,0,0,0,0,0
"誹謗",1,0,0,0,0,0
"費",9,0,3,3,0,11
"費用",7,0,1,3,0,4
"非常",14,0,3,8,2,4
"非常勤",0,0,0,1,0,0
"非常時",0,0,0,1,0,0
"非同期",0,0,0,3,0,0
"飛行",4,0,0,0,0,0
"飛行機",2,0,0,0,0,0
"飛躍",0,0,0,1,0,0
"微分",0,0,0,1,0,0
"微妙",0,0,0,1,0,0
"美しい",2,0,0,0,0,0
"美術",2,0,0,0,1,0
"美術館",1,0,0,0,0,0
"美食",5,0,0,0,0,0
"美味い",0,0,0,0,1,0
"美味しい",4,0,0,0,8,4
"鼻",0,0,0,0,0,1
"匹",0,0,0,1,0,0
"匹敵",0,1,0,0,0,0
"必死",0,0,0,1,0,0
"必需",1,0,0,0,0,0
"必須",0,0,0,3,0,0
"必然",1,0,0,0,0,0
"必読",1,0,0,0,0,0
"必要",54,0,13,28,4,10
"筆",0,0,0,1,0,0
"筆者",1,0,0,1,0,0
"筆頭",1,0,0,0,0,0
"逼迫",0,0,0,1,0,0
"紐付き",1,0,0,0,0,0
"標準",0,0,0,1,0,0
"氷",0,0,0,0,1,0
"票",0,0,0,0,0,1
"表",5,0,8,0,0,3
"表記",0,0,0,0,2,0
"表現",2,0,1,4,0,1
"表示",2,0,0,0,0,0
"表示法",1,0,0,0,0,0
"表彰",1,0,0,0,0,0
"表彰台",0,0,0,1,0,0
"表情",0,0,0,2,0,0
"評",1,0,0,0,0,0
"評価",16,0,0,10,0,0
"評判",0,0,1,0,0,0
"描写",0,0,0,1,0,0
"病",2,0,0,0,0,1
"病院",0,0,0,16,0,0
"病気",3,0,0,0,0,2
"病後",0,0,0,0,0,1
"病床",0,0,0,1,0,3
"秒",0,0,0,0,0,1
"苗",6,0,0,0,0,0
"品",11,2,2,1,2,2
"品質",9,0,0,0,0,0
"品物",0,0,3,0,0,0
"品目",1,0,0,0,0,0
"浜",1,0,0,0,0,0
"浜町",0,0,1,0,0,2
"貧富",0,0,0,1,0,0
"頻度",0,0,2,0,0,0
"頻繁",2,0,0,0,0,0
"敏感",0,0,1,1,0,0
"不安",2,0,2,3,0,0
"不安定",1,0,0,1,0,0
"不可",1,0,0,0,0,0
"不可欠",2,0,0,0,1,0
"不可能",0,0,0,1,0,0
"不慣れ",0,0,0,1,0,0
"不謹慎",0,0,0,1,0,0
"不十分",0,0,0,1,0,0
"不詳",0,0,1,0,0,0
"不条理",0,0,0,2,0,0
"不振",2,0,0,0,0,0
"不成立",0,0,0,1,0,0
"不足",18,0,9,1,6,1
"不調",1,0,0,0,0,0
"不透明",1,0,0,1,0,0
"不動産",7,0,5,0,0,0
"不得意",1,0,0,0,0,0
"不妊",0,0,0,0,0,2
"不能",0,0,0,2,0,0
"不平等",1,0,0,0,0,0
"不便",0,0,1,0,0,0
"不法",1,0,0,0,0,0
"不満",1,0,0,0,0,0
"不要",0,0,0,0,0,1
"不良",1,0,0,0,0,0
"付",0,0,0,0,0,13
"付き",0,0,0,2,0,1
"付き添い",1,0,0,0,0,0
"付け",2,0,0,2,0,0
"付加",3,0,1,6,0,0
"付属",1,0,0,0,0,0
"付帯",2,0,0,0,0,0
"付添い",0,0,0,2,0,0
"付与",1,0,0,0,0,5
"付録",1,0,0,0,0,0
"夫",2,0,0,0,0,0
"夫婦",0,0,6,0,0,3
"婦",0,0,0,4,0,0
"富永",0,0,0,0,1,0
"富山",0,0,1,0,0,0
"布",1,0,0,0,0,0
"府",3,0,6,0,0,1
"怖い",0,0,0,0,0,1
"敷地",1,0,1,0,0,0
"普及",20,0,25,1,0,1
"普段",7,0,4,2,2,0
"普通",1,0,0,1,0,0
"浮き彫り",0,0,0,1,0,0
"浮揚",0,0,0,1,0,0
"父",1,0,0,0,0,0
"父親",0,0,0,3,0,0
"負",0,0,7,0,0,0
"負荷",0,0,0,1,0,0
"負債",3,0,0,0,0,0
"負担",7,0,1,13,0,14
"赴任",0,0,0,1,0,0
"附属",0,0,0,1,0,0
"武器",2,0,0,0,2,0
"舞台",0,0,0,1,2,0
"部",32,0,6,25,2,1
"部屋",2,0,1,0,0,1
"部活",0,0,0,4,0,0
"部材",1,0,0,0,0,0
"部署",2,0,0,1,0,0
"部長",0,0,0,3,1,0
"部品",0,0,1,0,0,0
"部分",7,0,1,5,0,2
"部門",8,0,0,4,0,1
"風",2,0,0,1,0,0
"風雲児",1,0,0,0,0,0
"風景",3,0,1,1,0,0
"風邪",0,0,0,1,0,2
"風潮",0,0,0,1,0,0
"風土",0,0,1,0,0,0
"風味",0,0,0,0,1,0
"伏流",1,0,0,0,0,0
"副業",0,0,0,2,0,0
"副作用",0,0,0,0,1,0
"副賞",1,0,0,0,0,0
"復活",1,0,0,0,0,0
"復旧",1,0,0,0,0,0
"復興",5,0,0,3,0,2
"復習",0,0,0,1,0,0
"幅",2,0,1,2,1,1
"幅広い",7,0,2,2,1,1
"福岡",2,0,1,0,0,0
"福祉",2,0,0,1,0,5
"福知山",0,0,0,1,0,0
"福島",0,0,1,0,0,0
"福利",29,0,0,1,0,0
"複合",1,0,0,0,0,0
"複雑",6,0,0,2,0,0
"複数",10,0,0,7,0,0
"払い",10,0,0,0,0,0
"払拭",0,0,0,1,0,0
"仏閣",1,0,0,0,0,0
"物",12,1,0,1,0,2
"物価",1,0,0,1,0,3
"物件",4,0,0,0,0,0
"物語",0,0,0,6,1,0
"物産",1,0,0,0,0,0
"物資",0,0,0,3,0,0
"物事",7,0,0,0,0,0
"物質",0,0,0,1,0,0
"物心",0,0,0,2,0,0
"物性",1,0,0,0,0,0
"物的",0,0,0,1,0,0
"物理",0,0,0,3,0,0
"物流",0,0,0,2,0,0
"分",18,0,0,4,4,22
"分の",3,0,3,0,0,1
"分化",0,0,0,1,0,0
"分科",0,0,1,0,0,0
"分岐",2,0,0,0,0,0
"分散",1,0,0,0,0,0
"分子",2,0,0,0,0,0
"分析",8,0,0,0,0,0
"分担",0,0,0,0,0,1
"分断",0,0,0,1,0,0
"分配",0,0,1,1,0,0
"分泌",1,0,0,0,0,0
"分野",11,0,2,7,0,4
"分量",0,0,0,1,0,0
"分類",3,0,8,1,0,0
"雰囲気",3,0,0,3,1,0
"文",4,0,0,0,0,0
"文化",10,2,1,3,0,0
"文化財",2,0,0,0,0,0
"文科",0,0,0,1,0,0
"文学",0,0,0,2,0,0
"文句",0,0,0,2,0,0
"文芸",2,0,0,0,0,0
"文献",2,0,0,2,0,1
"文庫",0,0,0,1,0,0
"文字",2,0,1,1,0,0
"文字数",2,0,0,0,0,0
"文字通り",0,0,1,0,0,1
"文書",1,0,0,1,0,0
"文章",3,0,0,2,0,1
"文部",0,0,0,2,0,0
"文房具",0,0,0,2,0,0
"文明",0,0,0,1,0,0
"聞き手",2,0,0,0,0,0
"併用",0,0,0,0,0,2
"兵庫",1,0,1,0,0,0
"平井",1,0,1,0,0,1
"平穏",1,0,0,0,0,0
"平均",12,0,27,5,0,9
"平行",0,0,0,1,0,0
"平時",0,0,0,1,0,0
"平成",2,0,28,4,0,7
"平素",1,0,0,0,0,0
"平地",0,0,1,0,0,0
"平日",0,0,0,0,0,2
"平年",0,0,0,0,1,0
"平方",0,0,0,0,1,0
"平面",0,0,0,6,0,0
"平林",1,0,0,0,0,0
"弊誌",1,0,0,0,0,0
"弊社",1,0,0,0,0,0
"柄",0,0,1,0,0,0
"並み",1,0,0,1,0,0
"並行",0,0,0,1,0,0
"閉園",0,0,0,0,0,1
"閉校",0,0,0,6,0,0
"閉鎖",0,0,0,1,0,3
"閉塞",0,0,0,2,0,0
"閉店",1,0,0,0,0,1
"米",0,0,0,0,0,2
"米子",9,0,6,1,0,15
"壁",1,0,0,12,1,0
"壁面",1,0,0,0,0,0
"癖",1,0,0,0,0,0
"別",4,0,23,1,1,2
"偏り",0,0,1,1,0,0
"変化",18,0,13,7,2,6
"変革",2,0,2,7,0,0
"変換",1,0,0,0,0,0
"変更",2,0,0,0,2,3
"変動",1,0,0,0,0,0
"変貌",1,0,0,0,1,0
"変容",0,0,0,3,0,0
"片隅",2,0,0,0,0,0
"片山",1,0,0,0,0,0
"片手",1,0,0,0,0,0
"片手間",0,0,0,1,0,0
"片付け",2,0,0,0,0,0
"編",8,0,0,0,0,0
"編集",1,0,1,5,4,0
"返還",0,0,0,0,0,1
"返済",1,0,0,0,0,5
"返事",1,0,0,0,0,0
"返納",0,0,6,2,0,0
"返品",1,0,0,0,0,0
"返礼",1,0,0,0,0,0
"便",2,0,10,1,0,3
"便利",8,0,2,2,0,2
"勉学",0,0,0,1,0,1
"勉強",0,0,0,12,0,1
"弁",2,0,0,1,0,0
"保育",4,0,3,0,0,24
"保育園",0,0,0,2,0,2
"保管",0,0,0,1,0,0
"保健",1,0,0,1,0,0
"保険",7,0,0,9,0,3
"保護",4,0,0,6,0,3
"保持",1,0,0,0,0,0
"保証",2,0,0,0,0,0
"保障",1,0,3,1,0,0
"保全",1,0,0,0,0,0
"保有",1,0,0,0,0,0
"歩",2,0,0,0,0,0
"歩合",0,0,0,1,0,0
"補完",0,0,0,1,0,0
"補給",1,0,0,0,1,0
"補充",0,0,0,4,0,0
"補助",8,0,0,4,0,25
"補償",1,0,0,0,0,0
"補正",0,0,0,0,0,1
"募集",3,0,0,4,1,10
"墓所",1,0,0,0,0,0
"暮らし",9,0,0,2,0,2
"母校",0,0,0,12,0,0
"母体",0,1,0,0,0,0
"包括",0,0,0,3,0,0
"報告",8,0,1,2,0,1
"報酬",3,0,0,6,0,0
"報道",1,0,2,0,0,0
"宝石",1,0,0,0,0,0
"宝島社",0,0,0,0,0,1
"崩壊",0,0,1,2,0,1
"放課後",0,0,1,0,0,0
"放題",0,0,0,1,0,1
"方",87,0,50,45,13,43
"方向",3,0,1,4,0,0
"方針",1,0,0,3,0,0
"方々",15,1,4,6,7,2
"方法",24,0,0,3,5,6
"方面",0,0,0,1,0,0
"朋",1,0,0,0,0,0
"法",13,0,0,0,0,2
"法人",16,1,0,4,1,1
"法則",0,0,0,1,0,0
"法定",5,0,0,0,0,0
"法律",2,0,0,1,0,2
"縫製",13,0,0,0,0,0
"訪問",2,0,3,2,0,2
"豊か",6,3,6,3,1,2
"豊島",0,0,10,0,0,0
"豊富",4,0,0,0,0,0
"邦弘",0,0,0,1,0,0
"鵬",0,0,0,1,0,0
"乏しい",0,0,0,1,0,0
"坊",0,0,0,0,1,0
"忙しい",1,0,0,2,0,0
"望ましい",2,0,0,0,0,0
"棒グラフ",4,0,0,0,0,0
"冒頭",2,0,0,1,0,0
"膨大",1,0,0,1,0,0
"防衛",1,0,0,0,0,0
"防災",1,0,0,0,0,0
"防止",6,0,0,0,0,4
"北",0,0,0,0,1,0
"北栄",1,0,0,0,0,4
"北岡",0,0,0,0,7,0
"北岡本",0,0,0,0,2,0
"北海道",3,0,2,0,2,2
"北海道電力",1,0,0,0,0,0
"北条",1,0,0,0,0,0
"北村",2,0,0,0,0,0
"北陸",0,0,1,0,0,0
"僕",9,0,0,15,0,0
"僕ら",0,0,0,1,1,0
"没",0,0,0,1,0,0
"没頭",0,0,0,1,0,0
"堀江",3,0,0,0,0,0
"奔放",0,0,0,1,0,0
"本",59,0,0,1,9,1
"本音",0,0,0,0,0,2
"本格",0,0,0,0,0,2
"本気",0,0,1,0,0,0
"本拠地",0,0,1,0,0,0
"本業",0,0,0,1,0,1
"本県",0,0,0,0,0,2
"本校",0,0,0,6,0,0
"本稿",0,0,0,1,0,0
"本腰",0,0,0,1,0,0
"本質",2,0,0,5,0,0
"本社",6,0,0,0,1,0
"本書",10,0,0,1,0,0
"本人",6,0,0,0,1,1
"本数",0,0,0,0,0,1
"本店",1,0,0,0,7,1
"本当",3,0,0,0,0,0
"本部",2,0,1,3,1,0
"本編",0,0,0,1,0,1
"本末転倒",0,0,0,1,0,0
"本命",1,0,0,0,0,0
"本来",3,0,0,1,0,0
"翻訳",4,0,0,0,0,0
"磨き",1,0,0,0,0,0
"魔",0,0,0,1,0,0
"埋め合わせ",0,0,0,1,0,0
"枚",7,0,0,0,0,18
"枚数",1,0,0,0,0,1
"毎",1,0,0,0,1,0
"毎回",1,0,0,0,1,0
"毎月",1,0,1,1,2,0
"毎週",2,0,0,0,0,0
"毎朝",0,0,0,1,0,1
"毎日",2,0,0,6,2,0
"毎年",1,0,0,5,1,0
"末",2,0,1,1,0,2
"末尾",1,0,0,0,0,0
"万",31,0,17,9,2,11
"万引き",0,0,0,1,0,0
"万全",0,0,0,1,0,1
"万能",0,0,0,1,0,0
"万葉",0,0,0,0,1,0
"満載",1,0,0,0,0,0
"満足",6,0,0,3,2,0
"漫画",0,0,1,0,0,0
"蔓延",0,0,1,4,0,2
"味",2,0,0,0,4,1
"味わい",0,0,0,0,1,0
"味覚",1,0,0,0,2,0
"味噌",2,0,0,0,0,0
"味方",1,0,0,0,0,0
"未熟",0,0,0,1,0,0
"未定",0,0,0,0,1,0
"未満",3,0,3,1,0,4
"未来",23,0,2,11,1,4
"魅",3,0,1,0,0,0
"魅力",29,1,35,18,7,17
"巳",1,0,0,0,0,0
"密",3,0,1,0,0,5
"密集",1,0,2,0,0,1
"密接",1,0,1,0,0,1
"密度",0,0,15,0,0,0
"密閉",1,0,1,0,0,1
"民",2,0,0,0,0,0
"民営",0,0,1,0,0,0
"民間",3,0,2,1,0,1
"民事",1,0,0,0,0,0
"民放",0,0,0,0,1,0
"民法",2,0,0,0,0,0
"眠気",1,0,0,0,0,0
"夢",1,0,0,0,0,0
"夢中",1,0,0,0,0,0
"夢物語",0,0,0,1,0,0
"無い",3,0,1,7,2,2
"無関係",0,0,0,1,0,0
"無期",0,0,0,1,0,0
"無形",0,0,1,0,0,0
"無限",0,0,0,1,0,0
"無償",0,0,0,1,0,2
"無人",2,0,0,1,0,0
"無数",0,0,0,1,0,0
"無線",2,0,0,0,0,0
"無駄",5,0,0,0,0,0
"無二",0,0,0,0,1,0
"無用",0,0,0,0,0,1
"無利息",1,0,0,0,0,0
"無理",2,0,0,3,0,0
"無料",6,0,1,1,0,6
"名",10,0,0,15,1,2
"名産",0,0,0,0,1,0
"名刺",5,0,0,28,0,2
"名称",0,0,0,0,0,1
"名前",11,0,0,1,0,0
"名店",0,0,0,0,0,1
"名物",0,0,0,0,6,1
"名和",5,0,0,0,0,0
"命",0,0,0,1,4,0
"命題",0,0,0,1,0,0
"命令",1,0,0,0,0,0
"明",2,0,0,0,0,0
"明け",0,0,0,1,0,0
"明らか",3,0,1,1,0,0
"明るい",3,0,0,0,0,0
"明暗",0,0,0,1,0,0
"明快",1,0,0,0,0,0
"明確",4,0,0,3,0,0
"明記",1,0,0,0,0,0
"明治",1,0,0,0,0,0
"明示",1,0,0,1,0,0
"明石",0,0,6,0,0,0
"明日",0,0,0,1,0,1
"明白",1,0,0,0,0,0
"迷惑",1,0,0,0,0,0
"免疫",5,0,1,0,0,0
"免許",3,0,5,2,0,0
"面",15,0,7,4,0,7
"面積",1,0,24,0,0,0
"面接",4,0,0,1,0,0
"面談",1,0,0,2,0,0
"面倒",2,0,0,1,0,0
"面白",1,0,0,0,0,0
"面白い",9,0,1,1,2,0
"面白味",0,0,0,0,0,1
"麺",1,0,0,0,2,0
"模索",1,0,0,3,1,0
"模範",1,0,0,0,0,0
"模倣",1,0,0,1,0,0
"模様",2,0,0,0,0,0
"茂",1,0,0,0,0,0
"猛威",0,0,0,1,0,2
"網",0,0,1,0,0,1
"網羅",3,0,0,0,0,0
"木",0,0,0,0,0,3
"木下",7,0,0,0,0,0
"木田",0,0,0,6,0,0
"木部",2,0,0,0,0,0
"木曜",0,0,0,1,0,0
"目",21,0,1,24,3,2
"目安",0,0,0,0,0,4
"目線",1,0,0,1,0,0
"目前",0,0,1,0,0,0
"目的",8,0,2,4,1,3
"目途",0,0,0,0,1,0
"目当て",0,0,0,0,0,1
"目標",5,0,0,3,1,0
"尤も",0,0,0,1,0,0
"問い",0,0,7,1,0,0
"問い合わせ",2,0,0,0,0,0
"問合せ",3,0,0,0,0,0
"問診",0,0,0,0,2,0
"問題",36,0,35,25,2,15
"門",0,0,0,0,0,2
"夜",2,0,0,2,0,0
"夜間",1,0,0,0,0,0
"夜道",0,0,0,0,0,1
"野球",0,0,0,1,0,0
"野菜",3,0,0,0,0,0
"野心作",0,0,0,1,0,0
"野生",0,0,0,0,2,0
"野田",0,0,0,1,0,0
"野望",0,0,0,1,0,0
"矢",1,0,0,0,0,0
"矢印",2,0,0,0,0,0
"役",0,0,0,1,0,0
"役割",7,0,0,3,1,0
"役場",0,0,0,3,2,0
"役職",1,0,0,0,0,0
"役務",1,0,0,0,0,0
"薬剤",0,0,0,1,0,0
"薬剤師",0,0,0,0,0,1
"油",1,0,0,0,0,0
"油津",1,0,0,0,0,0
"輸出",2,0,0,0,0,0
"輸送",1,0,0,0,0,0
"輸入",1,0,0,0,0,0
"唯一",1,0,0,0,3,2
"佑",1,0,0,0,0,0
"優しい",0,0,0,0,1,0
"優位",0,0,0,1,0,0
"優秀",1,0,0,4,0,0
"優先",4,0,0,3,0,0
"友人",0,0,0,1,0,1
"友達",0,0,0,3,0,1
"友田",0,1,0,0,0,0
"有",0,0,1,0,0,0
"有益",1,0,0,0,0,0
"有機",1,0,0,0,0,0
"有限",7,0,0,0,1,0
"有効",2,0,1,1,1,2
"有志",0,0,0,2,0,0
"有識者",0,0,1,0,2,1
"有償",0,0,0,2,0,0
"有無",1,0,0,0,0,0
"有名",8,0,1,1,1,4
"有名人",1,0,0,0,0,0
"有利",2,0,1,0,0,1
"㈲",1,0,0,0,0,0
"猶予",2,0,0,0,0,0
"裕己",0,0,0,1,0,0
"誘致",3,0,1,7,0,0
"遊び",1,0,0,4,0,3
"遊園",0,0,0,1,0,0
"遊休",0,0,0,1,0,0
"邑次",1,0,0,0,0,0
"郵政",5,0,0,0,0,0
"郵便",0,0,0,0,0,1
"雄",0,0,0,0,1,0
"雄大",1,0,0,0,0,0
"融資",3,0,0,0,0,0
"融通",1,0,0,0,0,0
"夕方",1,0,0,0,0,0
"予感",0,0,0,0,1,0
"予見",0,0,0,1,0,0
"予言",0,0,0,1,0,0
"予算",4,0,0,11,0,3
"予習",0,0,0,1,0,0
"予想",18,0,12,1,0,2
"予測",12,0,3,2,0,0
"予断",1,0,0,0,0,0
"予定",8,0,2,4,5,8
"予備校",0,0,0,1,0,0
"予防",13,0,0,0,0,5
"予約",1,0,5,0,3,3
"余韻",0,0,0,1,0,0
"余儀ない",2,0,0,0,0,1
"余計",1,0,0,0,0,0
"余地",1,0,0,1,0,0
"余波",0,0,0,1,0,0
"余裕",0,0,0,1,0,0
"幼い",0,0,0,0,0,1
"幼児",0,0,0,0,0,1
"幼少",0,0,0,1,1,0
"幼稚園",1,0,0,0,0,2
"幼馴染",0,0,0,3,0,0
"容易",3,0,0,0,0,0
"曜日",2,0,0,0,0,0
"様",6,0,0,0,2,3
"様子",4,0,0,7,0,1
"様式",1,0,0,6,0,21
"様々",30,1,15,19,6,26
"洋",0,0,0,5,0,0
"用",4,0,0,0,0,0
"用意",4,0,0,2,1,2
"用語",11,0,0,0,0,0
"用紙",1,0,0,0,0,0
"用事",0,0,0,0,1,0
"用水路",0,0,0,2,0,0
"用途",0,0,4,0,1,0
"用品",4,0,1,0,0,0
"窯",6,1,0,0,0,0
"窯元",1,0,0,0,0,0
"葉",1,0,0,0,0,0
"要",0,0,0,1,0,1
"要員",0,0,0,1,0,0
"要因",5,0,7,1,0,1
"要件",1,0,0,1,0,0
"要綱",0,0,0,0,0,1
"要項",0,0,0,1,0,0
"要請",2,0,0,1,0,0
"要素",18,0,4,3,0,2
"要望",2,0,0,0,0,0
"要領",1,0,0,1,0,0
"陽性",0,0,1,0,0,0
"養護",0,0,0,0,0,1
"養成",1,0,0,1,0,0
"抑圧",0,0,0,1,0,0
"抑制",2,0,0,1,0,0
"欲しい",2,0,0,5,0,1
"欲求",0,0,0,2,0,0
"翌日",1,0,0,1,0,0
"翌年",0,0,0,1,0,0
"裸",0,0,0,1,0,0
"来客",1,0,0,1,0,0
"来春",0,0,0,1,0,0
"来場",0,0,0,2,0,0
"来店",3,0,0,0,0,1
"来年",1,0,0,2,0,0
"来年度",0,0,0,1,0,0
"頼り",1,0,0,0,0,0
"落ち込み",1,0,0,0,0,1
"落とし穴",0,0,0,1,0,0
"落胤",2,0,0,0,0,0
"落札",0,0,0,0,2,0
"落選",0,0,0,1,0,0
"卵",0,0,0,1,0,0
"利",2,0,0,0,1,0
"利益",5,0,1,1,0,0
"利子",1,0,0,0,0,0
"利点",11,0,0,0,0,1
"利便",1,0,2,0,4,0
"利用",51,0,24,8,7,35
"梨",3,0,1,0,1,2
"梨子",0,1,0,0,0,0
"理解",15,0,1,3,1,1
"理事",1,0,0,0,0,0
"理想",0,0,0,3,0,0
"理念",2,0,0,23,0,0
"理由",9,0,21,10,5,4
"理論",5,0,0,1,0,0
"里",1,0,0,0,0,5
"里山",13,0,0,0,0,4
"離職",0,0,8,0,0,0
"率",10,0,107,8,0,17
"率先",1,0,0,1,0,1
"立",0,0,0,6,0,0
"立ち",0,0,0,0,2,0
"立て",1,0,0,0,0,0
"立案",2,0,0,1,0,0
"立国",4,0,0,0,0,0
