"","business.txt","culture.txt","datademirutottori.txt","opinion.txt","press_release.txt","public.txt"
"記憶",2,0,0,8,0,0
"記載",0,0,0,0,0,1
"記事",42,2,17,13,7,18
"記者",1,0,1,0,0,0
"記念",0,0,0,1,0,1
"記録",4,0,0,0,0,1
"貴重",0,0,0,2,1,1
"貴文",1,0,0,0,0,0
"起因",1,0,0,0,0,0
"起業",3,0,0,7,1,10
"起点",0,0,0,4,0,0
"軌道",1,0,0,0,0,0
"輝",0,0,0,0,2,0
"鬼ごっこ",0,0,0,1,0,0
"鬼太郎",0,0,1,0,0,1
"技術",24,2,1,10,1,0
"疑念",0,0,0,1,0,0
"疑問",2,0,0,5,0,1
"義務",2,0,0,0,0,0
"議題",1,0,0,0,0,0
"議論",2,0,1,4,0,0
"吉野",0,0,0,0,2,0
"喫緊",0,0,0,1,0,0
"喫茶",1,0,0,0,0,0
"詰め合わせ",0,0,0,0,0,1
"客",13,0,0,0,5,2
"客員",1,0,0,2,0,0
"客観",3,0,3,0,0,0
"客数",2,0,0,0,0,0
"逆",3,0,4,4,0,0
"逆説",0,0,0,1,0,0
"逆転",1,0,0,0,0,0
"久しい",0,0,0,1,0,0
"休",1,0,0,0,0,0
"休み",2,0,0,0,0,0
"休暇",3,0,1,1,0,0
"休業",4,0,0,0,0,0
"休憩",0,0,0,1,2,0
"休校",1,0,0,7,1,1
"休止",2,0,0,0,0,0
"休日",0,0,0,0,0,1
"宮崎",3,0,1,0,0,0
"弓ヶ浜",1,0,0,0,0,0
"急",0,0,1,1,0,0
"急激",1,0,0,0,0,1
"急増",1,0,0,2,0,0
"急速",0,0,1,1,0,0
"急変",1,0,0,0,0,0
"救い",0,0,0,1,0,0
"救援",2,0,0,0,0,0
"救急",0,0,0,1,0,0
"求職",1,0,0,4,0,0
"求心力",0,0,0,0,1,0
"求人",2,0,0,19,0,0
"究極",0,0,0,1,1,0
"究明",2,0,0,0,0,0
"級",1,0,0,0,0,0
"給",1,0,0,0,0,0
"給食",0,0,1,0,0,0
"給付",1,0,0,0,0,3
"給油",1,0,0,0,0,0
"給与",4,0,0,9,0,0
"給料",1,0,0,0,0,0
"旧",0,0,0,0,0,1
"牛",0,0,0,0,0,4
"牛乳",1,0,0,0,0,0
"去年",0,0,1,0,0,0
"居住",2,0,6,1,0,3
"居場所",2,0,0,0,0,0
"巨体",0,0,0,1,0,0
"巨大",2,0,0,0,0,0
"拠出",1,0,0,0,0,0
"拠点",6,0,0,1,1,0
"虚しい",0,0,0,1,0,0
"許可",0,0,0,1,0,0
"許容",1,0,0,0,0,0
"距離",0,0,1,0,0,4
"漁協",2,0,0,0,0,0
"漁業",1,0,0,0,1,0
"魚",3,0,0,3,1,1
"魚肉",1,0,0,0,0,0
"享受",0,0,0,1,0,0
"京都",0,0,1,0,0,0
"供",1,0,0,0,0,0
"供給",1,0,2,0,1,0
"競",0,0,0,0,1,0
"競合",2,0,0,0,0,0
"競争",2,0,0,3,0,0
"共",0,0,0,1,0,0
"共栄",2,0,0,0,0,0
"共益",1,0,0,0,0,0
"共感",1,0,0,14,0,0
"共済",1,0,0,0,0,0
"共助",0,0,0,7,0,0
"共存",2,0,0,0,0,0
"共通",4,0,0,9,1,3
"共働き",3,0,8,0,0,18
"共同",3,0,1,4,0,0
"共有",4,0,3,9,0,0
"協",0,0,0,1,0,0
"協会",0,0,1,1,0,0
"協議",5,1,0,0,0,1
"協業",1,0,0,0,0,0
"協賛",0,0,0,1,0,4
"協調",0,0,0,1,0,0
"協定",0,0,0,1,0,0
"協力",5,0,0,1,13,0
"境",0,0,2,0,0,0
"境港",1,0,1,0,0,3
"強",0,0,0,0,1,0
"強い",8,0,12,7,2,0
"強み",7,0,1,0,0,0
"強化",0,0,1,3,0,1
"強固",0,0,0,1,0,0
"強制",0,0,0,4,0,0
"強調",1,0,0,0,0,0
"強烈",0,0,0,1,0,0
"恐れ",0,0,0,0,0,1
"教",1,0,0,0,0,0
"教育",10,0,0,59,0,1
"教員",0,0,0,31,0,0
"教科",0,0,0,6,0,0
"教科書",1,0,0,0,0,0
"教訓",1,0,0,0,0,0
"教材",0,0,0,2,0,0
"教師",1,0,0,2,0,0
"教室",0,0,0,4,0,0
"教授",2,0,0,1,0,0
"教職",0,0,0,1,0,0
"教職員",0,0,0,1,0,0
"教諭",0,0,0,0,0,1
"狭い",0,0,0,1,0,1
"胸",1,0,0,1,0,0
"興亡",1,0,0,0,0,0
"興味",10,0,3,6,0,4
"興味深い",1,0,2,0,0,1
"郷",0,6,0,0,0,0
"郷土",2,0,0,0,0,1
"驚き",1,0,0,0,0,0
"驚異",0,0,1,0,0,0
"業",44,0,12,4,2,33
"業界",25,0,2,4,4,8
"業者",2,0,0,1,0,2
"業種",1,0,3,0,0,4
"業績",4,0,0,1,1,0
"業務",14,0,0,30,1,0
"局",0,0,4,1,0,1
"局長",2,0,0,0,0,0
"曲",0,0,0,1,0,0
"極",1,0,0,0,0,0
"極限",1,0,0,0,0,0
"極端",1,0,0,1,0,0
"玉ねぎ",4,0,0,0,0,0
"勤務",3,0,1,6,0,3
"勤労",1,0,0,0,0,0
"均等",0,0,0,0,0,1
"欣哉",1,0,0,0,0,0
"琴浦",0,0,0,0,0,7
"禁止",1,0,0,1,0,0
"筋",1,0,0,0,0,1
"筋肉",4,0,0,0,0,0
"緊急",10,0,0,7,0,7
"緊張",1,0,0,2,0,0
"菌",3,0,0,2,0,0
"近",1,0,0,0,0,1
"近い",4,0,7,4,0,0
"近く",2,0,3,3,0,1
"近畿",0,0,1,0,0,0
"近畿大学",0,0,0,1,0,0
"近頃",2,0,0,0,0,0
"近所",0,0,0,4,0,0
"近代",1,2,0,0,0,0
"近日",0,1,0,0,0,0
"近年",6,1,6,4,0,2
"近辺",0,0,0,1,0,0
"近隣",2,0,0,1,0,1
"金",16,0,2,8,0,56
"金額",6,0,1,2,0,8
"金字塔",0,0,0,1,0,0
"金銭",1,0,0,0,0,0
"金融",8,0,0,1,0,0
"金曜",0,0,0,1,0,0
"金利",1,0,0,0,0,0
"銀",1,0,0,0,0,0
"銀行",4,0,0,2,0,0
"銀座",1,0,0,0,0,0
"銀山",1,0,0,0,0,0
"九",1,0,0,0,0,0
"九州",0,0,0,0,2,0
"倶楽部",1,0,0,0,0,0
"区",0,1,12,0,0,0
"区間",0,0,0,2,0,0
"苦しい",1,0,0,1,0,0
"苦手",1,0,0,0,0,0
"苦笑",0,0,0,1,0,0
"苦心",1,0,0,0,0,0
"苦労",1,0,0,1,0,1
"駆使",0,0,0,0,1,0
"駒ケ根",2,0,0,0,0,0
"具",0,0,0,0,1,0
"具現",0,0,0,2,0,0
"具合",1,0,0,0,2,1
"具体",16,0,0,11,0,3
"空",1,0,0,0,0,1
"空き",2,0,0,0,0,0
"空き家",1,0,0,1,0,1
"空家",1,0,0,0,0,2
"空間",1,0,0,3,0,1
"空港",1,0,1,0,0,0
"空調",0,0,0,1,0,0
"空白",1,0,0,1,0,0
"釧路",1,0,0,0,0,0
"屈指",0,0,0,1,0,0
"訓",0,0,0,1,0,0
"群",1,0,1,2,0,0
"郡",2,0,0,0,2,0
"係数",0,0,3,0,0,0
"傾向",9,0,40,6,1,3
"兄弟",0,0,0,2,0,0
"啓発",1,0,0,0,0,0
"型",2,0,1,29,9,8
"契約",4,0,1,4,1,0
"形",11,0,3,12,3,2
"形式",11,1,0,1,0,0
"形状",0,0,1,0,0,0
"形成",0,0,0,17,0,0
"形態",2,0,1,0,1,0
"恵",0,1,0,0,0,0
"慶応義塾大学",0,0,0,3,0,0
"掲載",14,0,0,0,1,1
"掲示板",1,0,0,0,0,0
"携帯",1,0,2,0,0,0
"景観",1,0,1,0,0,0
"景色",3,0,0,3,0,0
"系",2,0,0,2,1,0
"系列",1,0,0,0,0,0
"経緯",0,0,0,3,0,1
"経営",22,0,1,3,0,3
"経過",0,0,0,1,0,0
"経験",16,0,0,21,2,0
"経済",28,1,11,37,0,12
"経年",0,0,0,1,0,0
"経費",3,0,0,2,0,1
"経由",1,0,1,0,0,3
"経歴",0,0,0,6,0,0
"継",0,1,0,0,0,0
"継承",0,0,0,0,0,3
"継続",4,0,0,2,1,2
"繋がり",1,0,0,0,1,0
"計画",5,0,0,1,1,9
"計算",8,0,2,0,0,0
"計上",1,0,0,2,0,1
"警察",2,0,0,0,0,0
"警察庁",0,0,1,0,0,0
"軽い",2,0,0,0,0,3
"軽減",0,0,0,1,0,4
"軽工業",0,0,1,0,0,0
"軽自動車",2,0,0,0,0,0
"軽微",1,0,0,1,0,0
"鶏",0,0,0,0,1,0
"芸人",2,0,0,0,0,0
"芸能",1,0,1,0,0,0
"劇",0,0,0,1,0,0
"激しい",2,0,0,2,0,0
"激減",1,0,0,2,0,0
"激動",0,0,0,1,0,0
"隙間",0,0,0,2,0,0
"傑作",0,0,0,1,0,0
"欠",1,0,0,0,0,0
"欠員",0,0,0,3,0,0
"欠如",0,0,0,1,0,0
"決め",1,0,0,0,0,0
"決め手",0,0,1,0,0,0
"決意",1,0,0,1,0,0
"決済",30,0,2,0,0,2
"決断",0,0,0,1,0,0
"決定",2,0,0,2,0,4
"結び",1,0,0,0,0,0
"結果",16,0,22,10,0,4
"結局",1,0,0,3,0,0
"結構",0,0,0,1,0,0
"結合",4,0,0,0,0,0
"結婚",4,0,1,0,0,0
"結集",0,0,0,1,0,0
"結膜",0,0,0,0,0,1
"結論",2,0,1,0,0,0
"血",5,0,0,0,1,0
"血圧",0,0,0,0,2,0
"血液",2,0,0,1,10,0
"血行",1,0,0,0,0,0
"月",28,0,10,38,14,53
"月下",0,0,0,0,0,1
"月刊",0,0,0,0,0,1
"月間",1,0,0,1,0,0
"月々",0,0,0,1,0,0
"月頃",0,0,0,0,1,0
"月末",1,0,1,0,0,3
"月曜",0,0,0,1,0,0
"月曜日",0,0,0,1,0,0
"件",2,0,0,0,0,5
"件数",1,0,0,0,0,0
"件名",1,0,0,0,0,0
"倦怠",0,0,0,0,0,1
"健康",13,0,3,2,1,2
"健全",0,0,0,0,0,1
"健太",0,1,0,0,0,0
"兼子",2,0,0,0,0,0
"兼任",0,0,0,1,0,0
"券",0,0,0,0,0,57
"喧伝",0,0,0,1,0,0
"圏",1,0,1,1,0,0
"圏外",0,0,0,0,0,1
"堅い",0,0,0,1,0,0
"嫌い",1,0,0,0,0,0
"建国",0,0,0,0,0,1
"建設",7,0,3,0,0,2
"建築",0,0,0,0,0,2
"建物",4,0,0,1,0,0
"憲法",1,0,0,0,0,0
"懸念",1,0,0,1,0,1
"懸命",2,0,0,1,0,0
"検温",2,0,0,0,0,0
"検査",0,0,1,1,1,1
"検索",0,0,0,1,0,2
"検証",0,0,0,2,0,0
"検知",1,0,0,0,0,0
"検討",1,0,2,2,0,3
"権",6,0,0,0,0,0
"権威",0,0,0,1,0,0
"権益",0,0,0,1,0,0
"権利",4,0,0,0,0,0
"牽引",0,0,0,1,0,0
"献血",0,0,0,0,47,0
"研究",12,0,1,4,0,0
"研究所",2,0,3,0,0,0
"研志",0,0,0,1,0,0
"研修",4,0,0,7,0,0
"研修生",0,0,0,1,0,0
"県",157,0,337,65,52,187
"県境",0,0,0,1,0,0
"県政",0,0,0,0,0,1
"県知事",5,0,1,1,0,1
"県庁",0,0,1,3,0,2
"県内",17,0,17,22,9,19
"県民",7,0,2,5,1,8
"県立",0,0,0,1,0,0
"肩書",0,0,0,2,0,0
"見え",0,0,0,1,0,0
"見かけ",0,0,0,0,1,0
"見た目",1,0,0,0,0,0
"見解",0,0,0,1,0,0
"見込み",1,0,0,1,0,2
"見出し",1,0,0,0,0,0
"見積もり",2,0,0,0,0,0
"見切り",1,0,0,0,0,0
"見直し",3,0,0,1,0,0
"見通し",0,0,0,1,0,0
"見槻中",0,0,0,0,1,0
"見聞き",1,0,0,0,0,0
"見方",0,0,1,1,0,0
"見本",1,0,0,0,0,0
"鍵",2,0,0,2,0,0
"顕著",1,0,1,1,0,1
"元",3,0,7,0,0,0
"元気",1,0,0,0,2,1
"元年",0,0,1,1,1,0
"原因",9,0,11,2,1,2
"原稿",1,0,0,0,0,0
"原則",1,0,1,2,0,0
"原点",0,0,0,1,0,0
"原動力",0,0,0,2,0,0
"原理",2,0,0,0,0,0
"厳しい",4,0,0,2,1,2
"厳密",3,0,1,2,0,1
"幻滅",0,0,0,1,0,0
"減",2,0,0,0,0,0
"減圧",0,0,0,1,0,0
"減少",25,0,31,14,4,3
"減退",1,0,0,0,0,0
"源",0,0,0,0,0,1
"現金",13,0,0,0,0,0
"現行",0,0,0,1,0,0
"現在",20,0,25,26,5,13
"現時点",1,0,0,0,0,1
"現実",3,0,1,5,1,0
"現象",0,0,1,0,0,0
"現場",9,0,0,3,0,0
"現状",5,1,5,9,3,3
"現代",4,3,0,2,0,0
"現地",1,0,0,2,0,0
"現役",0,0,0,4,0,0
"言及",1,0,2,2,0,0
"言語",1,0,0,0,0,0
"言説",0,0,0,1,0,0
"言葉",15,0,7,9,1,4
"限",1,0,0,0,0,0
"限り",4,0,0,3,6,4
"限界",1,0,0,3,0,0
"限定",0,0,0,1,0,0
"限度",0,0,0,0,0,2
"個",2,0,0,3,0,0
"個々",1,0,0,0,0,1
"個々人",0,0,0,1,0,0
"個室",0,0,0,0,1,0
"個人",20,0,0,20,1,0
"個性",0,0,0,1,1,0
"個展",1,0,0,0,0,0
"個別",2,0,0,4,0,0
"古い",1,0,2,0,0,0
"古戦場",1,0,0,0,0,0
"古代",1,0,0,0,0,0
"古文書",1,0,0,0,0,0
"呼吸",1,0,0,1,0,2
"固定",5,0,1,4,0,0
"孤独",0,0,0,1,0,0
"己",0,0,0,0,1,0
"戸惑い",0,0,0,1,0,0
"故郷",1,0,0,0,0,0
"湖",0,0,1,0,0,0
"湖山",0,0,0,0,0,1
"湖沼",0,0,1,0,0,0
"誇張",0,0,0,3,0,0
"雇",3,0,0,0,0,0
"雇用",7,0,0,13,0,4
"顧客",5,0,0,1,0,0
"顧問",0,0,0,2,0,0
"五",2,0,0,0,2,0
"五感",0,0,0,1,0,0
"互換",0,0,0,1,0,0
"午後",0,0,0,1,0,1
"午前",0,0,0,1,0,1
"吾",2,0,0,0,0,0
"娯楽",1,0,2,0,0,1
"後",30,0,3,22,1,8
"後ろ",0,0,0,1,0,0
"後押し",1,0,0,0,0,0
"後回し",3,0,1,0,0,0
"後継",1,0,0,0,1,0
"後者",1,0,1,0,0,1
"後輩",0,0,0,6,0,0
"後半",3,0,0,4,0,0
"後編",3,0,0,0,0,0
"御社",5,0,0,0,0,0
"御礼",0,0,0,0,2,0
"悟史",0,0,0,6,0,0
"語",1,0,1,1,0,0
"誤解",1,0,0,0,0,0
"誤差",0,0,1,0,0,0
"交換",9,0,0,22,1,3
"交際",1,0,0,0,0,0
"交渉",1,0,0,0,0,0
"交代",1,0,0,0,0,0
"交通",7,0,16,20,0,3
"交通省",1,0,3,0,0,0
"交点",1,0,0,0,0,0
"交付",1,0,0,0,0,1
"交友",1,0,0,0,0,0
"交流",6,0,0,1,0,0
"候補",0,0,0,1,0,0
"光",0,0,0,2,0,0
"光一",0,0,0,3,0,0
"光栄",0,0,0,0,0,1
"光景",0,0,0,4,0,0
"光熱",1,0,0,0,0,0
"光明",0,0,0,1,0,0
"公",0,0,0,0,0,1
"公園",1,0,0,0,0,1
"公開",3,1,2,1,0,0
"公共",2,0,7,8,0,3
"公庫",0,0,1,0,0,0
"公示",0,0,1,0,0,0
"公式",5,0,0,1,0,0
"公正",1,0,0,0,0,0
"公的",1,0,0,2,0,0
"公表",0,0,0,3,1,0
"公平",0,0,0,0,0,1
"公募",1,0,0,0,0,1
"公務員",0,0,0,1,0,0
"公用",0,0,0,1,0,0
"公立",1,0,0,5,0,0
"公立大",0,0,0,1,0,0
"功績",2,0,0,0,0,0
"効果",19,0,13,3,0,0
"効率",4,2,4,3,0,0
"厚い",0,0,0,1,0,0
"厚み",0,0,0,1,0,0
"厚生",27,0,1,4,0,9
"口",2,0,0,0,1,0
"口火",0,1,0,0,0,0
"口座",2,0,0,0,0,0
"口出し",0,0,0,1,0,0
"向き",0,0,0,2,0,0
"向け",0,0,2,9,0,0
"向こう",0,0,0,1,0,0
"向上",14,0,2,2,0,1
"喉",0,0,0,0,0,1
"好き",7,0,0,9,2,0
"好ましい",1,0,0,1,0,0
"好み",1,0,0,1,0,0
"好奇",1,0,0,1,0,0
"好条件",1,0,0,0,0,0
"好調",1,0,0,0,0,0
"孝博",0,0,0,0,5,0
"工科",0,0,0,1,0,0
"工業",2,1,0,3,0,0
"工芸",0,21,0,0,0,0
"工事",2,0,0,1,0,0
"工場",17,0,0,0,5,2
"工程",4,0,0,0,0,0
"工夫",1,0,0,0,0,1
"巷",0,0,0,0,0,1
"幸い",4,0,1,4,0,2
"幸せ",4,0,0,2,0,1
"幸運",0,0,0,1,0,0
"幸甚",0,0,0,1,0,0
"幸男",0,0,0,3,0,0
"広い",7,0,8,4,1,1
"広がり",1,0,0,0,0,0
"広告",0,0,0,0,0,1
"広島",2,0,0,1,0,3
"康人",0,0,0,1,0,0
"弘文",0,0,0,1,0,0
"恒例",0,0,0,1,0,0
"控えめ",0,0,0,0,0,4
"控除",5,0,0,0,0,0
"更",1,0,1,0,0,0
"更新",0,0,2,0,1,1
"校",0,0,0,5,0,0
"校区",0,0,0,5,0,0
"校舎",0,0,0,5,0,0
"校長",0,0,0,2,0,0
"校庭",0,0,0,3,0,0
"校内",0,0,0,1,0,0
"梗塞",1,0,0,0,0,0
"構成",4,0,1,3,0,0
"構想",1,1,0,5,0,0
"構造",2,0,12,3,0,0
"構築",2,0,0,1,0,0
"構内",0,0,0,1,0,0
"江戸",2,0,0,0,0,0
"港",0,0,0,0,1,0
"港町",0,0,0,1,0,0
"甲子園",0,0,0,1,0,0
"甲斐",0,0,0,3,0,0
"甲羅",0,0,0,0,1,0
"硬貨",1,0,0,0,0,0
"考え",12,0,1,1,0,2
"考え方",6,1,2,2,0,1
"考古学",1,0,0,0,0,0
"考察",4,0,5,1,0,1
"考慮",2,0,0,1,0,0
"航空",4,0,0,0,0,0
"航空機",2,0,0,0,0,0
"荒",1,0,0,0,0,0
"荒っぽい",1,0,0,0,0,0
"荒波",0,0,0,1,1,0
"行",1,0,0,0,0,0
"行い",2,0,0,0,2,0
"行く末",1,0,0,0,0,0
"行為",5,0,0,7,0,0
"行事",0,0,0,4,0,2
"行政",10,1,1,10,1,11
"行程",1,0,0,0,0,0
"行動",9,0,1,8,0,2
"行列",0,0,0,0,0,1
"講演",0,0,0,0,1,0
"講座",1,0,0,1,0,0
"講師",8,0,0,1,0,0
"貢献",4,0,0,7,3,1
"購読",1,0,0,0,0,0
"購入",8,0,0,1,0,16
"郊外",0,0,0,1,0,0
"酵素",2,0,0,0,0,0
"鉱工業",1,0,0,0,0,0
"降水",0,0,11,0,0,0
"項",2,0,0,0,0,1
"項目",9,0,0,0,1,2
"香港",0,0,0,2,0,0
"香川",0,0,1,0,0,0
"香味",0,0,0,0,0,3
"高",3,0,3,2,0,0
"高い",30,0,45,27,1,16
"高まり",0,0,0,1,0,0
"高め",0,0,1,0,0,0
"高価",1,0,0,0,0,0
"高学年",2,0,0,0,0,0
"高額",0,0,1,0,0,1
"高級",0,0,0,1,0,0
"高給",0,0,0,1,0,0
"高校",3,0,1,59,0,2
"高校生",2,0,0,19,0,1
"高城",1,0,0,0,0,0
"高専",0,0,0,0,0,1
"高卒",0,0,0,2,0,0
"高低",0,0,1,0,0,0
"高度",2,1,0,1,0,0
"高等",2,0,0,3,0,1
"高望み",0,0,0,1,0,0
"高利",1,0,0,0,0,0
"高齢",3,0,76,11,0,13
"鴻",1,0,0,0,0,0
"剛",1,0,0,0,0,0
"号",3,0,0,0,1,3
"合",4,0,0,0,0,0
"合意",2,0,0,0,0,0
"合間",0,0,0,0,0,1
"合計",2,0,0,3,0,2
"合算",1,0,0,0,0,0
"合戦",1,0,0,0,0,0
"合致",2,0,0,0,0,0
"合同",4,0,0,2,0,1
"合弁",1,0,0,0,0,0
"合理",1,1,0,2,0,0
"豪雨",1,0,0,0,0,0
"豪華",1,0,0,0,1,0
"克服",0,0,0,0,0,2
"刻",0,0,0,3,0,0
"告知",0,0,0,0,0,1
"国",12,0,1,5,1,6
"国家",0,0,0,1,0,0
"国外",1,0,0,0,0,0
"国公立",0,0,0,1,0,0
"国々",1,0,0,0,0,0
"国際",4,0,0,2,0,0
"国勢調査",0,0,2,0,0,0
"国税",5,0,1,0,0,0
"国土",1,0,3,0,0,0
"国内",11,0,1,3,0,9
"国内外",1,0,0,1,1,0
"国宝",0,1,0,0,0,0
"国民",3,0,1,1,0,0
"国立",0,0,3,0,0,0
"酷暑",0,0,0,1,0,0
"黒死病",0,0,0,2,0,0
"黒字",0,0,0,2,0,0
"黒板",0,0,0,2,0,0
"骨",0,0,0,0,1,3
"込み",1,0,0,0,0,0
"頃",2,0,1,10,1,3
"今",55,2,16,46,4,13
"今回",56,2,25,21,3,12
"今後",30,3,11,12,3,5
"今度",0,0,1,0,0,1
"今日",3,0,2,0,0,0
"今年",3,0,2,3,3,3
"今年度",0,0,0,2,0,1
"困難",3,0,1,7,1,2
"婚約",1,0,0,0,0,0
"根",0,0,0,1,0,0
"根拠",1,0,0,0,0,0
"根本",0,0,0,3,0,0
"混乱",1,0,0,0,0,0
"魂",1,0,0,0,0,0
"些細",0,0,0,2,0,0
"佐賀",1,0,0,0,0,0
"左",2,0,0,0,0,0
"左右",2,0,1,1,0,0
"左下",1,0,0,0,0,0
"差",14,0,17,5,0,7
"差異",1,0,1,0,0,0
"差別",1,0,0,0,0,0
"砂",1,0,0,0,0,1
"砂丘",4,0,1,0,0,0
"砂漠",0,0,1,0,0,0
"座り",3,0,0,0,0,0
"挫折",1,0,0,0,0,0
"催し物",0,0,0,0,2,0
"再開",1,0,1,0,0,1
"再興",2,0,0,0,0,0
"再建",2,0,0,0,0,0
"再生",7,0,0,2,1,1
"再編",0,0,0,4,0,0
"最悪",0,0,0,0,1,0
"最下位",0,0,5,0,0,0
"最寄り",0,0,0,1,0,0
"最寄り駅",0,0,1,0,0,1
"最期",0,0,0,2,0,0
"最近",7,0,3,12,1,7
"最後",23,0,14,12,0,9
"最高",3,0,1,6,4,0
"最終",4,0,0,2,0,0
"最初",5,0,0,4,1,1
"最小",0,0,1,1,0,0
"最少",0,0,3,1,0,0
"最新",10,0,0,1,0,0
"最先端",1,0,0,1,0,0
"最前線",2,0,0,0,0,0
"最速",2,0,0,0,0,0
"最多",0,0,0,1,0,0
"最大",9,0,2,2,2,7
"最大限",1,0,0,0,0,0
"最長",1,0,0,0,0,0
"最低",2,0,0,1,1,20
"最低限",1,0,0,1,0,1
"最適",4,0,0,1,0,0
"最年少",1,0,0,0,1,0
"妻",1,0,0,0,0,1
"才能",0,0,0,1,0,0
"採血",0,0,0,0,3,0
"採算",0,0,0,0,0,1
"採取",0,0,0,0,2,0
"採寸",1,0,0,0,0,0
"採用",15,0,1,7,0,0
"歳",6,0,17,11,0,6
"歳児",0,0,0,0,0,3
"災",0,0,0,3,0,0
"災害",3,0,1,0,0,0
"災難",1,0,0,0,0,0
"祭",0,0,0,5,0,0
"祭り",2,0,0,20,5,0
"細か",0,0,0,1,0,0
"細かい",4,0,2,2,0,0
"細やか",1,0,0,0,0,0
"細工",0,0,0,1,0,0
"細胞",1,0,0,0,0,0
"菜園",0,0,0,1,0,0
"裁断",1,0,0,0,0,0
"裁量",0,0,0,2,0,0
"際",11,0,0,7,3,2
"在り方",2,0,0,0,1,0
"在学",1,0,0,0,0,0
"在庫",1,0,0,0,0,0
"在住",0,0,1,1,0,0
"在籍",0,0,0,2,0,1
"在宅",0,0,1,3,0,0
"材",0,0,0,0,1,0
"材質",1,0,0,0,0,0
"材料",1,0,0,1,0,0
"財",3,0,1,2,0,1
"財産",1,0,0,2,1,0
"財政",4,0,0,3,0,0
"財団",0,0,0,13,0,0
"坂田",0,0,0,0,1,0
"阪",5,0,0,0,0,0
"阪急百貨店",1,0,0,0,0,0
"阪神タイガース",0,0,0,1,0,0
"作り",6,0,0,2,2,0
"作り方",2,0,0,0,0,0
"作り立て",0,0,0,0,0,1
"作家",0,13,0,0,0,0
"作業",20,0,4,3,0,0
"作成",2,0,3,2,0,0
"作品",0,1,0,1,0,0
"作物",1,0,0,0,0,0
"作用",1,0,0,2,0,0
"削減",7,0,1,2,0,0
"昨日",0,0,0,1,1,0
"昨年",0,0,3,4,1,0
"昨年度",0,0,1,0,0,0
"策",8,0,0,6,0,6
"策定",1,0,0,0,1,0
"錯誤",0,0,0,1,0,0
"桜",0,0,0,0,2,2
"冊",11,0,0,0,0,4
"冊子",0,0,0,0,0,1
"刷新",0,0,0,1,0,0
"撮影",5,0,0,0,0,1
"札",1,0,0,0,0,0
"札幌",1,0,0,0,0,0
"殺到",1,0,0,0,0,0
"雑学",1,0,0,0,0,0
"雑草",0,0,0,1,0,0
"雑談",1,0,0,0,0,0
"三",10,0,7,11,0,3
"三つ",1,0,1,0,0,1
"三月",1,0,0,0,0,0
"三太郎",0,0,0,1,0,0
"三朝",1,0,0,0,0,0
"三徳山",1,0,0,0,0,0
"参加",15,0,1,4,2,8
"参画",0,0,0,0,0,1
"参考",13,0,4,3,0,5
"参照",0,0,0,4,0,0
"山",3,0,3,2,0,0
"山あい",1,0,0,0,0,0
"山の幸",0,0,0,0,1,0
"山陰",7,0,0,2,3,0
"山陰本線",2,0,0,0,0,0
"山間",1,0,0,0,0,0
"山口",4,0,0,0,0,1
"山根",0,0,0,3,0,0
"山崎製パン",0,0,0,0,0,1
"山々",1,0,0,0,0,0
"山頂",1,0,0,0,0,0
"山本",2,0,0,0,0,0
"山陽",3,0,0,0,0,0
"山梨",0,0,0,1,0,0
"散布",0,0,3,0,0,0
"散歩",3,0,0,1,0,0
"産",0,0,0,0,2,3
"産学",0,0,0,1,0,0
"産業",27,1,52,6,0,2
"産地",3,0,0,0,2,0
"産品",1,0,0,0,0,2
"算出",1,0,2,0,0,0
"賛歌",0,0,0,1,0,0
"賛同",0,0,0,0,1,0
"酸素",1,0,0,1,0,0
"残り",8,0,0,0,0,1
"残業",0,0,1,1,0,0
"残高",2,0,0,0,0,0
"残酷",0,0,0,1,0,0
"残念",1,0,0,2,2,1
"残留",0,0,0,1,0,0
"仕掛け",0,0,0,2,1,0
"仕事",76,1,13,42,5,2
"仕事場",1,0,0,1,0,0
"仕組み",6,0,1,2,0,2
"仕入れ",1,0,0,0,0,0
"仕方",3,0,1,2,0,1
"仕様",2,0,0,0,0,0
"使い",1,0,0,0,0,0
"使い分け",1,0,0,0,0,0
"使い方",2,0,0,0,0,0
"使用",7,0,0,0,2,9
"刺激",1,0,0,1,1,0
"刺身",0,0,0,1,0,0
"史",5,0,0,0,0,0
"史跡",5,0,0,0,0,1
"四",3,0,3,0,1,0
"四季",1,0,0,0,0,0
"四国",0,0,0,1,0,0
"士",5,0,0,3,0,1
"始まり",1,0,0,1,0,1
"始め",0,0,1,4,0,0
"始点",0,0,0,1,0,0
"始動",0,0,0,2,1,0
"姿",1,0,0,4,0,0
"姿勢",6,0,0,7,0,5
"子",2,0,1,5,0,3
"子ども",8,0,3,46,0,4
"子育て",9,0,12,2,0,49
"子会社",4,0,0,0,0,0
"子供",4,0,0,3,0,9
"市",37,1,24,13,0,35
"市営",0,0,0,0,0,1
"市外",1,0,0,0,0,0
"市街地",2,0,0,4,0,0
"市区",0,0,2,0,0,0
"市場",22,0,7,4,1,1
"市政",0,0,0,0,0,1
"市町",1,0,0,0,0,0
"市町村",3,0,17,0,0,17
"市長",1,0,0,0,0,0
"市内",4,0,0,2,0,10
"市民",4,0,0,1,0,15
"市役所",0,0,0,1,0,0
"師",0,0,0,9,0,0
"志",0,0,0,0,0,3
